stratum,chart_id,seed,control_added,treatment_added,control_taps,treatment_taps,control_lns,treatment_lns,control_output_sha256,treatment_output_sha256,control_hard_violations,treatment_hard_violations,treatment_only_violations,control_only_violations,control_geometry_set_differences,treatment_geometry_set_differences,frozen_selected_lane_rejects,control_rng_calls,treatment_rng_calls,control_rng_sha256,treatment_rng_sha256,first_governed_divergence,first_full_state_reconvergence,control_reparse_exact,treatment_reparse_exact,default_reference_exact,treatment_deterministic,g1_evidence_invariant,control_gate_rng_calls,treatment_gate_rng_calls
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,15,858,858,858,858,0,0,FFCE698F5CA809E18E059863B6F77A6A78391ABB31793162789696D4F0D70F07,FFCE698F5CA809E18E059863B6F77A6A78391ABB31793162789696D4F0D70F07,0,0,0,0,0,0,0,3099,3099,EE310A140D46E859CE5AA8E40F7D018F739A3A63F8D8DFB4EABA96173BFADB4D,EE310A140D46E859CE5AA8E40F7D018F739A3A63F8D8DFB4EABA96173BFADB4D,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,16,845,845,845,845,0,0,1D0CE9405AFD64104145AE1036C7B7AF95780DBA080C9BD2B07028B3D5FCE5C8,1D0CE9405AFD64104145AE1036C7B7AF95780DBA080C9BD2B07028B3D5FCE5C8,0,0,0,0,0,0,0,3086,3086,E7396E8E32B873ABDF93700C8D34BF169EE0A56BE7003FF08F29E57B9FD18846,E7396E8E32B873ABDF93700C8D34BF169EE0A56BE7003FF08F29E57B9FD18846,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,17,844,844,844,844,0,0,2C0F61E2648A9D0DD86FA812B932D6687773582D132DA18937BA2BBC6CB3796C,2C0F61E2648A9D0DD86FA812B932D6687773582D132DA18937BA2BBC6CB3796C,0,0,0,0,0,0,0,3085,3085,1812B3B7E38417480DF0249DADD026D316BCED7A3894C371D738106673A292AC,1812B3B7E38417480DF0249DADD026D316BCED7A3894C371D738106673A292AC,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,18,830,830,830,830,0,0,6233A9B15F3AFB75C9EAE77EA379C8BCF73B685028D8FC8590D412917179699C,6233A9B15F3AFB75C9EAE77EA379C8BCF73B685028D8FC8590D412917179699C,0,0,0,0,0,0,0,3071,3071,254406A541851A10D8331774AE7696D34F20B8A69ED011B613D1AE31801BA8F7,254406A541851A10D8331774AE7696D34F20B8A69ED011B613D1AE31801BA8F7,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,19,852,852,852,852,0,0,DB1916DC26A063A79393AC223E4F39BC2964E8B43466F186D4FCCFA80E003279,DB1916DC26A063A79393AC223E4F39BC2964E8B43466F186D4FCCFA80E003279,0,0,0,0,0,0,0,3093,3093,E7190AC7918502C0F50221B9ACA1236B16F937D3F09E54ED66C647D0B3240667,E7190AC7918502C0F50221B9ACA1236B16F937D3F09E54ED66C647D0B3240667,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,20,835,835,835,835,0,0,AC3C0B596183AD977E6B8D2CD7C0C3F6610083D681CE60FA71A93049E8A40EBE,AC3C0B596183AD977E6B8D2CD7C0C3F6610083D681CE60FA71A93049E8A40EBE,0,0,0,0,0,0,0,3076,3076,E16E92CAFC9D70865A885D42DB774D71541DBEC3CC2FAFEA153A4FE5A4E4F0D3,E16E92CAFC9D70865A885D42DB774D71541DBEC3CC2FAFEA153A4FE5A4E4F0D3,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,1,1940,1940,1940,1940,0,0,1E37E3E2C997BA8749F72E28935FE1CA12D2DC05F5BBD48E218AD4B27A5DDCE8,1E37E3E2C997BA8749F72E28935FE1CA12D2DC05F5BBD48E218AD4B27A5DDCE8,0,0,0,0,0,0,0,5941,5941,FBE9EE5CDD214EB96FFF304B5D5C54C59C7059C82B6E4100E906EA0173884B29,FBE9EE5CDD214EB96FFF304B5D5C54C59C7059C82B6E4100E906EA0173884B29,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,2,1906,1906,1906,1906,0,0,506C93EEA9E4F39F77FF7D363CD22E6FF36B84F501220CB58FB226078D720D9D,506C93EEA9E4F39F77FF7D363CD22E6FF36B84F501220CB58FB226078D720D9D,0,0,0,0,0,0,0,5907,5907,E305B87E7DA7898FE099AA992CD179EDBB2CFEEECF51C53D7FCD934299554E6E,E305B87E7DA7898FE099AA992CD179EDBB2CFEEECF51C53D7FCD934299554E6E,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,3,1913,1913,1913,1913,0,0,80462AD23776A4691C1953C9F51B6271C5A25730E96B4DF153D0AB5E49C178CD,80462AD23776A4691C1953C9F51B6271C5A25730E96B4DF153D0AB5E49C178CD,0,0,0,0,0,0,0,5914,5914,34FD92BE9C991E6048C05BD5DE5702AFE421D0FB8078FC1AE31129FFC6AD692C,34FD92BE9C991E6048C05BD5DE5702AFE421D0FB8078FC1AE31129FFC6AD692C,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,4,1863,1863,1863,1863,0,0,6E57EEBCE135862361324017B98C7940BBBE36809373AC2AE08E397D72BB10A2,6E57EEBCE135862361324017B98C7940BBBE36809373AC2AE08E397D72BB10A2,0,0,0,0,0,0,0,5864,5864,745076BA2CCD44CD4F8FC2B1C86D0C9FA680DD3E3D4B5E40E8B78E0AB12E8415,745076BA2CCD44CD4F8FC2B1C86D0C9FA680DD3E3D4B5E40E8B78E0AB12E8415,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,5,1897,1897,1897,1897,0,0,48DD1FCD4CCEBCC1CF84E8AD9DE6C313BDB911CACDF8103B993B734E0DB282A3,48DD1FCD4CCEBCC1CF84E8AD9DE6C313BDB911CACDF8103B993B734E0DB282A3,0,0,0,0,0,0,0,5898,5898,E3EE22139BFEB9BA8B03167C4C09DD31AEFD0423A59F71B9A5A03C64D8B782BB,E3EE22139BFEB9BA8B03167C4C09DD31AEFD0423A59F71B9A5A03C64D8B782BB,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,6,1908,1908,1908,1908,0,0,EF600D3957EB27D9EC6175E4015DAD7045B24CAD40F1119A1B0D2920D7EC0458,EF600D3957EB27D9EC6175E4015DAD7045B24CAD40F1119A1B0D2920D7EC0458,0,0,0,0,0,0,0,5909,5909,7010E2D8E5474F4D024831010D08938C095EC2D30D5E6E917D0DE01CE4F9A394,7010E2D8E5474F4D024831010D08938C095EC2D30D5E6E917D0DE01CE4F9A394,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,7,1918,1918,1918,1918,0,0,0904F922C00D15C21ACFE9F475EFDD7AFFB7882450C04C04E4E8223CAB06CFD1,0904F922C00D15C21ACFE9F475EFDD7AFFB7882450C04C04E4E8223CAB06CFD1,0,0,0,0,0,0,0,5919,5919,10B28ED669DC63A691E4A770A626BFF069C2722DEE32996F0AEA21A2EEC753B4,10B28ED669DC63A691E4A770A626BFF069C2722DEE32996F0AEA21A2EEC753B4,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,8,1932,1932,1932,1932,0,0,36D39AA9C84408697A22720D88C270B74DA66C5F74C51F6AA22242FEA6969C08,36D39AA9C84408697A22720D88C270B74DA66C5F74C51F6AA22242FEA6969C08,0,0,0,0,0,0,0,5933,5933,33D6D3F603FD67CB4A829865A3BE824B0EC0C3F6E576EDC4F20C7AE14D9BC1EF,33D6D3F603FD67CB4A829865A3BE824B0EC0C3F6E576EDC4F20C7AE14D9BC1EF,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,9,1937,1937,1937,1937,0,0,86A874BBB04C6C760E4DF2CA40F9558A122FBB0761AAD7ABD300AAA193CACD48,86A874BBB04C6C760E4DF2CA40F9558A122FBB0761AAD7ABD300AAA193CACD48,0,0,0,0,0,0,0,5938,5938,1D10EAA4C1C9EA1CD1C9E2F9F215CE4DE95AD8F9A5D7A5B23111513446456AA1,1D10EAA4C1C9EA1CD1C9E2F9F215CE4DE95AD8F9A5D7A5B23111513446456AA1,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,10,1904,1904,1904,1904,0,0,8142A68D815F9AE876CAB27A3E1C7F9DD8CA84BFADDB2A4BF28DA8DAAA0EDF10,8142A68D815F9AE876CAB27A3E1C7F9DD8CA84BFADDB2A4BF28DA8DAAA0EDF10,0,0,0,0,0,0,0,5905,5905,5D099EA2EE7C68FB14B8136E9B1BC34A6B3FCFC3114138E163226087EDED1EC5,5D099EA2EE7C68FB14B8136E9B1BC34A6B3FCFC3114138E163226087EDED1EC5,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,11,1944,1944,1944,1944,0,0,0DE5A1046676518EF8F10D296E6F51732C629358FF50EBC538FD4A65FD286024,0DE5A1046676518EF8F10D296E6F51732C629358FF50EBC538FD4A65FD286024,0,0,0,0,0,0,0,5945,5945,EA21922B3B5BB133CDF562504E200C2BAA147476C9DFFA26B224F0D3739FF197,EA21922B3B5BB133CDF562504E200C2BAA147476C9DFFA26B224F0D3739FF197,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,12,1877,1877,1877,1877,0,0,03B9560E953E18D1065BC1C63DE56B6585D14902CEFC636A18FC4478D12CD138,03B9560E953E18D1065BC1C63DE56B6585D14902CEFC636A18FC4478D12CD138,0,0,0,0,0,0,0,5878,5878,AE24AC17FEB57EB0CD74163DE8640CE16D2E12611D1FDCA37F94C4E3457D8815,AE24AC17FEB57EB0CD74163DE8640CE16D2E12611D1FDCA37F94C4E3457D8815,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,13,1849,1849,1849,1849,0,0,9F96E44064B0ECA0D89A7F8F10700014272CEC04B689209E7E9FB8E70AFEB6EA,9F96E44064B0ECA0D89A7F8F10700014272CEC04B689209E7E9FB8E70AFEB6EA,0,0,0,0,0,0,0,5850,5850,A38A44D3845A90905E4F7A1B6BEFB395DEC410A5C0AB0604D2DEBFABE7A0ED1D,A38A44D3845A90905E4F7A1B6BEFB395DEC410A5C0AB0604D2DEBFABE7A0ED1D,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,14,1863,1863,1863,1863,0,0,13D880BFF7E82E459ADF4D8FC914A49DD29EA28745CADEC8FD0561D356E614AF,13D880BFF7E82E459ADF4D8FC914A49DD29EA28745CADEC8FD0561D356E614AF,0,0,0,0,0,0,0,5864,5864,099C479C0EDB39DD6D903BCC83334A894EA1A793C201ECEFFE479B9437C375D6,099C479C0EDB39DD6D903BCC83334A894EA1A793C201ECEFFE479B9437C375D6,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,15,1989,1989,1989,1989,0,0,C2B1BD5791F30A6C4C2D96C7661610DE84CA76D87A469968DA9F23695BDB5983,C2B1BD5791F30A6C4C2D96C7661610DE84CA76D87A469968DA9F23695BDB5983,0,0,0,0,0,0,0,5990,5990,4A0388F1272C88B7206A293F89CA0FDF440E6E39C6CE99CA10558C73A912AFD6,4A0388F1272C88B7206A293F89CA0FDF440E6E39C6CE99CA10558C73A912AFD6,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,16,1962,1962,1962,1962,0,0,D040B8F9DC9410B18A49CC7F29A83B044BC7B432BA9E853C38675D5A19D6F70C,D040B8F9DC9410B18A49CC7F29A83B044BC7B432BA9E853C38675D5A19D6F70C,0,0,0,0,0,0,0,5963,5963,47F72A8B48BF788D02B14CFC668E54D001662C76B69A70F7139FCA5F7910D487,47F72A8B48BF788D02B14CFC668E54D001662C76B69A70F7139FCA5F7910D487,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,17,1879,1879,1879,1879,0,0,D739C23941A14C418E4B2A3D7FAD09B7253367F04D3EF58ACC368CCCF75C878A,D739C23941A14C418E4B2A3D7FAD09B7253367F04D3EF58ACC368CCCF75C878A,0,0,0,0,0,0,0,5880,5880,10348F750F6D7AC2865DEE7D52C479636578AE2CAFE293EBB8DBC77BDC12721D,10348F750F6D7AC2865DEE7D52C479636578AE2CAFE293EBB8DBC77BDC12721D,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,18,1850,1850,1850,1850,0,0,99B56B39023BDEC1E954FCBB5F8F50E06BB774C58959728C576C5417A1C24C20,99B56B39023BDEC1E954FCBB5F8F50E06BB774C58959728C576C5417A1C24C20,0,0,0,0,0,0,0,5851,5851,6B2ABDE9E611249CECF4990A219B02F918F5DA1071A2724446760013A89187A6,6B2ABDE9E611249CECF4990A219B02F918F5DA1071A2724446760013A89187A6,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,19,1881,1881,1881,1881,0,0,FADD124F557DB6E0B2ADB4EC46C67E24FD6D49B8216A2D9BC060928782AD23AA,FADD124F557DB6E0B2ADB4EC46C67E24FD6D49B8216A2D9BC060928782AD23AA,0,0,0,0,0,0,0,5882,5882,C50A5E68500C60150F948072684E0760E622C9F07DDBF7B04AD659AA82871226,C50A5E68500C60150F948072684E0760E622C9F07DDBF7B04AD659AA82871226,"","",true,true,true,true,true,0,0
primary,DAC0347BBDC54E15A080316356E2E9A0CC2002927FF4B031D5F995C6C832F5AF,20,1897,1897,1897,1897,0,0,78AB0E50C207C9CA451D69E75397092D9ADEE00B3E5968A4E9F9BC00050E2144,78AB0E50C207C9CA451D69E75397092D9ADEE00B3E5968A4E9F9BC00050E2144,0,0,0,0,0,0,0,5898,5898,9C7DED888C553D40102EBA30A05455F98F337C83E6250F333156CDA9558127A9,9C7DED888C553D40102EBA30A05455F98F337C83E6250F333156CDA9558127A9,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,1,989,989,967,967,22,22,3D7FA08308315962E270CD0FBF16E77A152DD49AEF3B3F4DDDDC7A0AA6F45AB3,3D7FA08308315962E270CD0FBF16E77A152DD49AEF3B3F4DDDDC7A0AA6F45AB3,0,0,0,0,0,0,0,4119,4119,773CEA0D447955777A507BB43B1008DCDD338CD0A0D139FFB531D3058C069F8F,773CEA0D447955777A507BB43B1008DCDD338CD0A0D139FFB531D3058C069F8F,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,2,1001,1001,979,979,22,22,01B9D317A776AEC04DBF0C15ECEAC2BD8F9B5CB4EF1E8EF4E67A55C2C9C4A014,01B9D317A776AEC04DBF0C15ECEAC2BD8F9B5CB4EF1E8EF4E67A55C2C9C4A014,0,0,0,0,0,0,0,4131,4131,374A47463EFC06EDCD2F59ACAC001D3F44DD9608128527433152402185EFEABA,374A47463EFC06EDCD2F59ACAC001D3F44DD9608128527433152402185EFEABA,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,3,999,999,980,980,19,19,C63B529C2651CDE5F9CE555D2D4D6F66716956F8067BF5B9E785DDD885500C32,C63B529C2651CDE5F9CE555D2D4D6F66716956F8067BF5B9E785DDD885500C32,0,0,0,0,0,0,0,4126,4126,4BEB39F0D84BF1A22CC9BA502908F5D23785BC7CF1D142EAED5B43B9D63663A6,4BEB39F0D84BF1A22CC9BA502908F5D23785BC7CF1D142EAED5B43B9D63663A6,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,4,961,961,941,941,20,20,77CAC8FCC0000489F2D1105630103D9CFCF47CD55B776829E8E1ECE6EEFF2287,77CAC8FCC0000489F2D1105630103D9CFCF47CD55B776829E8E1ECE6EEFF2287,0,0,0,0,0,0,0,4089,4089,74D761D9E5617126A0A447255B980EC9FD47AFEB714EE4FBB2D3C24F48715F99,74D761D9E5617126A0A447255B980EC9FD47AFEB714EE4FBB2D3C24F48715F99,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,5,973,973,953,953,20,20,ACB58FFDF2CD1255EE56FED34D9A6ABB4BF57A5827A9046D23949DA44C5613DF,ACB58FFDF2CD1255EE56FED34D9A6ABB4BF57A5827A9046D23949DA44C5613DF,0,0,0,0,0,0,0,4101,4101,05E1024CCDB0F57A215FAA8C7C52C8FF0FD6471BDC4B25780D4367A399D894DE,05E1024CCDB0F57A215FAA8C7C52C8FF0FD6471BDC4B25780D4367A399D894DE,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,6,983,983,961,961,22,22,3680369CD1A2B845AE458A2980D6E28FCB13A1427F8A4560404CEE05AAC4DFBB,3680369CD1A2B845AE458A2980D6E28FCB13A1427F8A4560404CEE05AAC4DFBB,0,0,0,0,0,0,0,4113,4113,13921E6009958ED3987DA3C2B38383E0F99B9B16174073B53E49D57C0DE9DA6C,13921E6009958ED3987DA3C2B38383E0F99B9B16174073B53E49D57C0DE9DA6C,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,7,998,998,979,979,19,19,E5115B5FB582C1A198B167FE17AD06A91A6723C065DE5DEB63F410C5338E128D,E5115B5FB582C1A198B167FE17AD06A91A6723C065DE5DEB63F410C5338E128D,0,0,0,0,0,0,0,4125,4125,BAAE9C17A85147F3C94F4CF244093B518BC6CD6DDF8B2562FD8B756CAB31F3C6,BAAE9C17A85147F3C94F4CF244093B518BC6CD6DDF8B2562FD8B756CAB31F3C6,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,8,1000,1000,979,979,21,21,AEF4EEDBF649AB5127B876D62526EB3043746FE1DDEE7C0D5448C8A37E31DFA7,AEF4EEDBF649AB5127B876D62526EB3043746FE1DDEE7C0D5448C8A37E31DFA7,0,0,0,0,0,0,0,4129,4129,DA163005CC56DCDEE5832DC61B49FA226B85A04A6671D5E66497432E6847C9C6,DA163005CC56DCDEE5832DC61B49FA226B85A04A6671D5E66497432E6847C9C6,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,9,1011,1011,993,993,18,18,9611FEAB69157C572E90C8AB4762621DDE0C0108565444D28A8585656215F488,9611FEAB69157C572E90C8AB4762621DDE0C0108565444D28A8585656215F488,0,0,0,0,0,0,0,4137,4137,ADF1504D632AD627F6F74E71A5E48D1DF059BCD7C51BA64840890BBBC5F64A9F,ADF1504D632AD627F6F74E71A5E48D1DF059BCD7C51BA64840890BBBC5F64A9F,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,10,998,998,978,978,20,20,4F6317269216A12578016D470A9F0DD3C990C8697DBD8178815835C20C482813,4F6317269216A12578016D470A9F0DD3C990C8697DBD8178815835C20C482813,0,0,0,0,0,0,0,4126,4126,6B579FF90E0DA52AF7DF2E71872A735AABEA997DDA844D27F23339391222F999,6B579FF90E0DA52AF7DF2E71872A735AABEA997DDA844D27F23339391222F999,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,11,981,981,959,959,22,22,0D7E2FC48375CBACF9507A9F5DA338AEDC891BCC553EE61BC78B78D45F3C7449,0D7E2FC48375CBACF9507A9F5DA338AEDC891BCC553EE61BC78B78D45F3C7449,0,0,0,0,0,0,0,4111,4111,3654FC99D69461E4428752CBE3E1FA24B0931326676688D855707E23730B67FB,3654FC99D69461E4428752CBE3E1FA24B0931326676688D855707E23730B67FB,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,12,977,977,957,957,20,20,3F20215B027E7A3164A755C140BC0D38F2F68B3767D1D8858FCFE07A6908C7B8,3F20215B027E7A3164A755C140BC0D38F2F68B3767D1D8858FCFE07A6908C7B8,0,0,0,0,0,0,0,4105,4105,5DDDDC160369CAD7179957C425C1C91BC68C39706AE38691104E3C09E63A5C80,5DDDDC160369CAD7179957C425C1C91BC68C39706AE38691104E3C09E63A5C80,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,13,953,953,931,931,22,22,EC32388462C0DCD96D2FD24513DEEB5269029ABF3FA4B9E05D1FE294A7036B50,EC32388462C0DCD96D2FD24513DEEB5269029ABF3FA4B9E05D1FE294A7036B50,0,0,0,0,0,0,0,4083,4083,B5D7EF23F0EA98FB384F0B5ECF9C9E8EA342593F7A0F37922C892F058874334D,B5D7EF23F0EA98FB384F0B5ECF9C9E8EA342593F7A0F37922C892F058874334D,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,14,990,990,966,966,24,24,60D91EDCCF4FF3AA68C241910BC6E3CDC091290CC18336D2AF1849639D17465B,60D91EDCCF4FF3AA68C241910BC6E3CDC091290CC18336D2AF1849639D17465B,0,0,0,0,0,0,0,4122,4122,37AA6DB655301289D2D800C6CBC14A3B9D17B5A4C3F1BE1088EC8E5022EC553D,37AA6DB655301289D2D800C6CBC14A3B9D17B5A4C3F1BE1088EC8E5022EC553D,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,15,1043,1043,1021,1021,22,22,E601F1B8F6C4F8F02752DF98256AA578F88146A0D16310AFB64BC6A293D9E4BA,E601F1B8F6C4F8F02752DF98256AA578F88146A0D16310AFB64BC6A293D9E4BA,0,0,0,0,0,0,0,4173,4173,3A8BA35A8130AB594EFEDFA9F020AFA6073E2E57DAE9258360CD57F72A37559D,3A8BA35A8130AB594EFEDFA9F020AFA6073E2E57DAE9258360CD57F72A37559D,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,16,994,994,972,972,22,22,30E6C09D193237E56F7AE1B75A0A168AF057E9DDB3CDA4E720658ED188A68766,30E6C09D193237E56F7AE1B75A0A168AF057E9DDB3CDA4E720658ED188A68766,0,0,0,0,0,0,0,4124,4124,3553D2262074D942ECDED06224DF90D00A5517C98AF82C204DBAAF3373C91708,3553D2262074D942ECDED06224DF90D00A5517C98AF82C204DBAAF3373C91708,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,17,961,961,946,946,15,15,81666F79B859A5CB3A735984F9EBE9E247427EACDDF56463C994E6F782257DCF,81666F79B859A5CB3A735984F9EBE9E247427EACDDF56463C994E6F782257DCF,0,0,0,0,0,0,0,4084,4084,51F53C444F176EABD6DD6E2A4615E4673141973DC77A0768A949F6183CD2E4ED,51F53C444F176EABD6DD6E2A4615E4673141973DC77A0768A949F6183CD2E4ED,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,18,940,940,921,921,19,19,B4E46223D6B621022105529E846D77B498744BEBA60CB22FC88802CB43801A2A,B4E46223D6B621022105529E846D77B498744BEBA60CB22FC88802CB43801A2A,0,0,0,0,0,0,0,4067,4067,4614FE2F82656F652167B0D6CBB80575943A889AAF5E070E5FCBB1F9AA039FB0,4614FE2F82656F652167B0D6CBB80575943A889AAF5E070E5FCBB1F9AA039FB0,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,19,964,964,936,936,28,28,B0E354D2A2CEBFD0128E9685CF29C2831D84CA2EFE5653880E10E5837545332D,B0E354D2A2CEBFD0128E9685CF29C2831D84CA2EFE5653880E10E5837545332D,0,0,0,0,0,0,0,4100,4100,8A906F55B867BD262DF17EF4E4037B821557828803314BA219E3E6359C209D2F,8A906F55B867BD262DF17EF4E4037B821557828803314BA219E3E6359C209D2F,"","",true,true,true,true,true,0,0
primary,DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,20,964,964,947,947,17,17,D39C8E82EAE10EFA36BC94DE7DA0B38DC97428DDEA42697B871A620A86F3BD96,D39C8E82EAE10EFA36BC94DE7DA0B38DC97428DDEA42697B871A620A86F3BD96,0,0,0,0,0,0,0,4089,4089,90DDAE35B46449936667D0E72F9B0BE8BB544A6440F328CE069E16F795D230EF,90DDAE35B46449936667D0E72F9B0BE8BB544A6440F328CE069E16F795D230EF,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,1,964,964,256,256,708,708,C9255A9C52876BE5BF41396F6C76AC742930182B0FA3BF80462EFFE8EE7A7B6F,C9255A9C52876BE5BF41396F6C76AC742930182B0FA3BF80462EFFE8EE7A7B6F,0,0,0,0,0,0,0,6356,6356,AAF1F9A2BD9BF4CC6E0B98E7656C3BAFF4C9C1908D9D4FA26B66A327C49CC70D,AAF1F9A2BD9BF4CC6E0B98E7656C3BAFF4C9C1908D9D4FA26B66A327C49CC70D,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,2,1003,1003,242,242,761,761,7DCC810241F21D58E68FCF9C897A3E61417FC2CBA434A4F5E0CD26BCED853883,7DCC810241F21D58E68FCF9C897A3E61417FC2CBA434A4F5E0CD26BCED853883,0,0,0,0,0,0,0,6448,6448,C4E06EB3DE46B92B7A7DF13564001CC7C33E7D1DE4C21F094DD4267D9988B228,C4E06EB3DE46B92B7A7DF13564001CC7C33E7D1DE4C21F094DD4267D9988B228,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,3,977,977,245,245,732,732,929D91E6BF15DCC8C436DF74F055F168BD5BDDDF9843447D040F30EDB1CB2971,929D91E6BF15DCC8C436DF74F055F168BD5BDDDF9843447D040F30EDB1CB2971,0,0,0,0,0,0,0,6393,6393,CD2980AAE77CEE5DC59A768F364781B6471655E2846F8C164566E8C34391B59B,CD2980AAE77CEE5DC59A768F364781B6471655E2846F8C164566E8C34391B59B,"","",true,true,true,true,true,0,0
